MsgID.GLOBAL_POSITION,0.0000000,-122.3984482,37.7936793,0.1840000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,826.7380000,133.2058105,-88.4422836,-0.1843375
MsgID.LOCAL_VELOCITY,826.7380000,-0.0001078,0.0030734,-0.0003677
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3984495,37.7936803,0.2080000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,826.9870000,133.3275146,-88.5501099,-0.2089036
MsgID.LOCAL_VELOCITY,826.9870000,0.0000016,0.0000519,0.0000197
MsgID.GLOBAL_POSITION,0.0000000,-122.3984468,37.7936793,0.2160000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,827.2360000,133.2041779,-88.3143921,-0.2161952
MsgID.LOCAL_VELOCITY,827.2360000,-0.0000032,0.0000243,0.0000211
MsgID.GLOBAL_POSITION,0.0000000,-122.3984462,37.7936780,0.2090000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,827.4850000,133.0684509,-88.2661591,-0.2090280
MsgID.LOCAL_VELOCITY,827.4850000,-0.0001967,0.0028250,-0.0002895
MsgID.GLOBAL_POSITION,0.0000000,-122.3984473,37.7936791,0.1910000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,827.7340000,133.1827850,-88.3625412,-0.1911905
MsgID.LOCAL_VELOCITY,827.7340000,-0.0003247,0.0031835,-0.0002733
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3984481,37.7936792,0.1650000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,827.9830000,133.2046051,-88.4299088,-0.1638094
MsgID.LOCAL_VELOCITY,827.9830000,-0.0004738,0.0001866,0.0000715
MsgID.GLOBAL_POSITION,0.0000000,-122.3984467,37.7936796,0.1370000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,828.2320000,133.2436829,-88.3050461,-0.1371826
MsgID.LOCAL_VELOCITY,828.2320000,0.0000100,0.0000451,0.0000126
MsgID.GLOBAL_POSITION,0.0000000,-122.3984476,37.7936787,0.1120000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,828.4810000,133.1398926,-88.3942490,-0.1115800
MsgID.LOCAL_VELOCITY,828.4810000,0.0007199,0.0041881,-0.0000295
MsgID.GLOBAL_POSITION,0.0000000,-122.3984487,37.7936782,0.0940000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,828.7300000,133.0899200,-88.4814377,-0.0949888
MsgID.LOCAL_VELOCITY,828.7300000,-0.0000010,0.0000392,0.0000184
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3984483,37.7936797,0.0850000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,828.9790000,133.2696838,-88.4458008,-0.0853195
MsgID.LOCAL_VELOCITY,828.9790000,-0.0000291,-0.0000098,0.0000196
MsgID.GLOBAL_POSITION,0.0000000,-122.3984483,37.7936803,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,829.2280000,133.3216553,-88.4458008,-0.0827482
MsgID.LOCAL_VELOCITY,829.2280000,-0.0000009,0.0000326,0.0000137
MsgID.GLOBAL_POSITION,0.0000000,-122.3984483,37.7936781,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,829.4770000,133.0736542,-88.4454880,-0.0826259
MsgID.LOCAL_VELOCITY,829.4770000,0.0000007,0.0000351,0.0000144
MsgID.GLOBAL_POSITION,0.0000000,-122.3984483,37.7936794,0.0830000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,829.7270000,133.2175293,-88.4466171,-0.0838849
MsgID.LOCAL_VELOCITY,829.7270000,-0.0007417,0.0011874,0.0000516
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3984488,37.7936802,0.0870000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,829.9760000,133.3007355,-88.4914246,-0.0880086
MsgID.LOCAL_VELOCITY,829.9760000,0.0011868,0.0030825,0.0001299
MsgID.GLOBAL_POSITION,0.0000000,-122.3984484,37.7936780,0.0950000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,830.2250000,133.0650787,-88.4597397,-0.0951885
MsgID.LOCAL_VELOCITY,830.2250000,0.0003128,0.0038333,0.0001441
MsgID.GLOBAL_POSITION,0.0000000,-122.3984477,37.7936777,0.1040000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,830.4740000,133.0359192,-88.3943634,-0.1053154
MsgID.LOCAL_VELOCITY,830.4740000,-0.0000239,-0.0000053,0.0000196
MsgID.GLOBAL_POSITION,0.0000000,-122.3984482,37.7936795,0.1150000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,830.7230000,133.2302094,-88.4381561,-0.1158134
MsgID.LOCAL_VELOCITY,830.7230000,0.0007018,0.0041895,-0.0000195
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3984483,37.7936799,0.1240000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,830.9720000,133.2747040,-88.4457932,-0.1251459
MsgID.LOCAL_VELOCITY,830.9720000,-0.0000971,0.0030754,-0.0003773
MsgID.GLOBAL_POSITION,0.0000000,-122.3984483,37.7936800,0.1290000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,831.2210000,133.2812042,-88.4458008,-0.1294677
MsgID.LOCAL_VELOCITY,831.2210000,-0.0007164,0.0012646,0.0000588
MsgID.GLOBAL_POSITION,0.0000000,-122.3984483,37.7936785,0.1260000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,831.4700000,133.1117706,-88.4458008,-0.1264061
MsgID.LOCAL_VELOCITY,831.4700000,0.0000456,0.0025388,0.0004209
MsgID.GLOBAL_POSITION,0.0000000,-122.3984488,37.7936780,0.1150000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,831.7200000,133.0650482,-88.4905701,-0.1155422
MsgID.LOCAL_VELOCITY,831.7200000,0.0000047,0.0000264,0.0000130
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3984500,37.7936791,0.0990000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,831.9690000,133.1896820,-88.5960159,-0.0982412
MsgID.LOCAL_VELOCITY,831.9690000,-0.0005330,0.0003695,0.0000936
MsgID.GLOBAL_POSITION,0.0000000,-122.3984480,37.7936792,0.0780000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,832.2180000,133.1964417,-88.4246368,-0.0782987
MsgID.LOCAL_VELOCITY,832.2180000,0.0000007,0.0000436,0.0000125
MsgID.GLOBAL_POSITION,0.0000000,-122.3984471,37.7936790,0.0590000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,832.4670000,133.1716919,-88.3414307,-0.0589724
MsgID.LOCAL_VELOCITY,832.4670000,-0.0008584,0.0013465,0.0000765
MsgID.GLOBAL_POSITION,0.0000000,-122.3984476,37.7936778,0.0450000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,832.7160000,133.0437317,-88.3887024,-0.0456519
MsgID.LOCAL_VELOCITY,832.7160000,0.0000021,0.0000326,0.0000071
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3984493,37.7936777,0.0410000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,832.9650000,133.0363922,-88.5543137,-0.0417137
MsgID.LOCAL_VELOCITY,832.9650000,-0.0005291,0.0003656,0.0000901
MsgID.GLOBAL_POSITION,0.0000000,-122.3984502,37.7936792,0.0480000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
